UniqueCount	AmbigCount
0	173
0	167
0	177
0	190
0	179
0	193
0	179
0	173
2	177
0	171
0	174
0	178
0	167
0	174
0	187
0	191
0	190
0	206
0	181
0	195
0	184
0	169
0	186
0	182
0	188
0	168
0	167
0	63
0	6
2	291
0	1007
0	657
0	929
0	837
0	951
0	1043
0	973
0	697
0	854
0	491
0	612
0	966
0	1039
0	567
0	992
0	1151
0	865
0	124
0	613
0	570
0	760
0	671
0	218
0	642
2	913
0	707
0	344
0	489
0	594
0	704
0	366
0	732
0	1021
0	1001
0	887
0	747
0	772
0	191
0	953
0	1051
0	886
0	758
0	532
0	979
0	1036
0	1242
0	646
0	731
0	371
0	139
0	611
0	957
0	521
0	272
0	712
0	549
0	895
0	488
0	856
0	385
0	906
0	760
0	160
0	534
0	1202
0	450
0	134
0	496
0	463
0	320
0	918
0	983
0	988
0	854
0	915
0	792
0	479
0	974
0	1018
0	579
0	123
0	205
0	717
0	1058
0	583
0	780
0	966
0	911
0	764
0	979
0	639
0	372
0	975
0	859
0	274
0	710
0	161
0	159
0	475
0	651
0	875
0	669
0	282
0	136
0	137
0	947
0	809
0	262
0	470
0	197
0	135
0	168
0	688
0	492
0	659
0	949
0	303
0	1021
0	206
0	531
0	962
0	458
0	641
0	489
0	1008
0	464
0	825
0	977
0	448
0	977
0	751
0	1213
0	998
0	670
0	961
0	982
0	1013
0	679
0	469
0	602
0	715
0	184
0	421
0	92
0	110
0	478
0	291
0	187
0	250
0	612
0	96
0	196
0	548
0	61
0	152
0	417
0	32
0	238
0	241
0	34
0	158
0	176
0	120
0	578
0	36
0	603
2	560
0	476
0	564
0	46
0	167
0	75
0	333
0	260
0	554
0	559
0	184
0	567
0	539
0	120
0	99
0	28
0	92
0	197
0	575
0	226
0	122
0	436
0	55
0	84
0	111
0	476
0	72
0	410
0	346
0	269
0	180
0	576
0	113
0	194
0	58
0	251
0	164
0	252
0	53
0	260
0	119
0	474
0	153
0	224
0	86
0	30
0	517
0	121
0	583
0	446
0	468
0	314
0	121
0	479
0	89
0	535
0	278
0	52
0	71
0	336
0	173
0	94
0	359
0	41
0	475
0	532
0	142
0	58
0	532
0	144
0	54
0	29
0	41
0	498
0	388
0	414
0	83
0	531
0	55
0	210
0	491
0	253
0	214
0	289
0	377
0	271
0	387
0	347
0	132
0	38
0	186
0	422
0	309
0	141
0	318
0	148
0	572
0	353
0	51
0	178
0	308
0	111
0	12
0	4
0	18
0	92
0	7
0	48
0	10
0	3
0	3
0	5
0	3
0	3
0	46
0	5
0	3
0	49
0	721
0	0
0	0
0	2
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
20	36
0	7
0	10
0	13
0	0
0	13
0	11
0	13
0	13
0	10
0	6
0	16
0	10
0	15
0	14
0	13
0	0
0	5
0	1
101	7
0	5
2	7
0	5
0	12
0	17
0	10
0	13
0	14
0	10
0	13
0	6
0	55
0	55
0	15
0	15
0	15
0	14
0	7
0	7
0	7
0	7
0	5
0	5
0	7
0	0
0	1
0	1
0	4
0	1
0	1
0	1
0	4
0	1
0	1
0	1
0	1
0	23
0	0
0	2
0	0
7	43
35	106
0	196
4	2
0	5
0	22
0	0
0	3
3	141
0	132
0	138
0	9
0	141
0	141
0	136
0	129
0	135
0	138
0	130
0	128
0	130
0	130
0	130
0	131
0	131
0	135
0	137
0	133
0	141
0	138
0	132
0	138
0	133
0	133
0	141
0	141
0	131
0	126
0	155
0	154
0	151
0	150
0	145
0	144
0	152
0	144
0	143
0	145
0	136
0	137
2	10
0	1050
0	939
0	313
0	786
0	1143
0	818
0	816
0	595
0	497
0	1103
0	724
0	799
0	1014
0	1032
0	757
0	959
0	1176
0	1130
0	979
0	1057
0	492
0	1015
0	1090
0	1024
0	1025
0	385
0	1102
0	1100
0	636
0	1161
0	1101
0	540
0	731
0	1031
0	958
0	1107
0	1049
0	967
0	494
0	295
0	1057
0	1034
0	476
0	624
0	667
0	921
0	317
0	590
0	1188
0	769
0	795
0	1084
0	1053
0	1014
0	1014
0	535
0	925
0	800
0	987
0	867
4	1141
0	1086
0	915
0	1112
0	785
0	1038
0	755
0	634
0	1001
0	743
0	782
0	857
0	933
0	937
0	752
0	1111
0	689
0	960
0	540
0	708
0	636
0	748
0	1009
0	909
0	716
0	1029
0	639
0	1022
0	953
0	983
0	419
0	1011
0	991
0	1025
0	1058
0	1049
0	1000
0	1117
0	565
0	258
0	659
0	1056
0	682
0	761
0	1122
0	858
0	914
0	298
0	719
0	749
0	870
0	199
0	1019
0	938
0	301
0	734
0	866
0	572
0	860
0	1043
0	709
0	1010
0	771
0	1090
0	730
0	1026
0	782
0	1064
0	1056
0	592
0	678
0	873
0	656
0	738
0	812
0	310
0	1028
0	828
0	393
0	1063
0	700
0	770
0	851
0	995
0	391
0	859
0	653
0	800
0	548
0	572
0	1022
0	586
0	976
0	497
0	938
0	587
0	401
0	1113
0	909
0	541
0	1126
0	636
0	533
0	628
0	1073
0	1118
0	750
0	736
0	978
0	1008
0	1115
0	351
0	781
0	859
0	819
0	1093
0	842
0	793
0	981
0	1093
0	639
0	782
0	268
0	1038
0	1083
0	1001
0	1106
0	665
0	1054
0	872
0	580
0	1010
0	1135
0	921
0	833
0	1009
0	850
0	1025
0	521
0	383
0	604
0	492
0	768
0	958
0	902
0	849
0	408
0	179
0	191
0	320
0	870
0	874
0	902
0	572
0	332
0	1055
0	586
0	1126
0	726
0	728
0	824
0	801
1	822
0	833
0	764
0	712
0	1010
0	1100
0	484
0	845
0	936
0	1098
0	980
0	1063
0	741
0	907
0	1029
0	667
0	879
0	773
0	793
1	639
0	643
0	353
0	629
0	736
0	774
0	1036
0	898
0	322
0	619
0	975
0	1015
0	579
0	1098
0	1044
0	985
0	1032
0	589
0	281
0	1025
0	1004
0	560
0	1048
0	845
0	1035
0	948
0	837
1	1119
0	1101
0	569
0	761
0	1003
0	871
0	801
0	993
0	457
